POT Value 1,POT Value 2,Gesture,Iteration
30215,30903,left,3
29367,30855,left,3
30087,30151,left,3
30599,30247,left,3
29735,29415,left,3
30023,30855,left,3
29895,30439,left,3
29959,30567,left,3
30327,30375,left,3
30151,30343,left,3
29943,30023,left,3
30263,30103,left,3
29735,30327,left,3
30103,30359,left,3
29847,30279,left,3
30343,30215,left,3
30183,30183,left,3
30119,29847,left,3
30199,30823,left,3
30119,30727,left,3
29991,30279,left,3
29767,30519,left,3
30375,30167,left,3
30343,30151,left,3
29639,29735,left,3
30247,30727,left,3
29527,30183,left,3
29527,29399,left,3
29703,30295,left,3
29719,29911,left,3
29591,30567,left,3
30407,30647,left,3
29911,30039,left,3
30071,29959,left,3
30311,30151,left,3
30375,30167,left,3
30263,29095,left,3
29863,29607,left,3
30151,32647,left,3
29735,29735,left,3
29831,31879,left,3
30167,30807,left,3
30423,30695,left,3
29559,29911,left,3
29687,29655,left,3
29847,30087,left,3
29959,30215,left,3
29639,29767,left,3
29847,29767,left,3
30007,30423,left,3
30007,30151,left,3
29575,29287,left,3
30199,30823,left,3
29671,31383,left,3
30599,28935,left,3
29623,30231,left,3
30343,31655,left,3
29751,28614,left,3
29799,29511,left,3
30007,29991,left,3
29831,29671,left,3
30039,31111,left,3
30183,30615,left,3
29975,30103,left,3
30007,28967,left,3
29511,30983,left,3
30311,30503,left,3
29991,29815,left,3
29703,31191,left,3
30183,30615,left,3
29975,30215,left,3
29911,30119,left,3
29847,29991,left,3
30151,29495,left,3
29959,31335,left,3
29607,29095,left,3
29591,31735,left,3
30407,33080,left,3
29799,29351,left,3
30119,28711,left,3
30071,30023,left,3
29911,26694,left,3
30375,30167,left,3
29959,30823,left,3
29655,30887,left,3
30135,30231,left,3
29911,29623,left,3
29719,30391,left,3
30359,30951,left,3
30199,31063,left,3
29687,30439,left,3
30007,32295,left,3
29767,30503,left,3
30055,30247,left,3
30103,30007,left,3
29735,29463,left,3
29799,31575,left,3
30007,31623,left,3
29447,23637,left,3
30311,32327,left,3
30167,32215,left,3
29639,28198,left,3
29975,28262,left,3
30631,33080,left,3
29831,30839,left,3
29847,29335,left,3
30007,29367,left,3
29879,29767,left,3
29543,30375,left,3
30183,29159,left,3
29623,30503,left,3
29831,28086,left,3
30151,32295,left,3
30503,30007,left,3
29463,32071,left,3
29911,29111,left,3
29751,30103,left,3
30055,31431,left,3
29639,31015,left,3
29511,26470,left,3
30503,32856,left,3
30135,32519,left,3
43930,29063,left,4
44506,29783,left,4
44250,27574,left,4
44314,27462,left,4
44218,29639,left,4
44506,31959,left,4
44330,31175,left,4
44266,30535,left,4
43994,28903,left,4
44266,29911,left,4
44170,30103,left,4
44266,33752,left,4
44586,31687,left,4
44682,29351,left,4
43850,28743,left,4
44522,28566,left,4
44586,31191,left,4
43930,31847,left,4
44250,31639,left,4
44234,30071,left,4
43962,28983,left,4
44298,28102,left,4
44250,30935,left,4
44778,32471,left,4
44522,32343,left,4
43946,31063,left,4
43930,30359,left,4
43962,29143,left,4
44314,30199,left,4
43914,32519,left,4
44154,30887,left,4
44762,28999,left,4
43962,25622,left,4
44266,27014,left,4
44122,25910,left,4
43914,31127,left,4
44426,31815,left,4
44474,33240,left,4
44394,31047,left,4
44650,30791,left,4
44186,30567,left,4
44538,32039,left,4
44298,32631,left,4
44058,30919,left,4
44554,30039,left,4
43994,28679,left,4
44010,27862,left,4
44522,28967,left,4
44090,32231,left,4
44186,31639,left,4
44554,32423,left,4
44474,30727,left,4
44266,30039,left,4
44106,29543,left,4
44490,32279,left,4
44346,33240,left,4
44122,31271,left,4
44378,29927,left,4
44778,28118,left,4
44650,26582,left,4
43914,28454,left,4
44570,30103,left,4
44602,30391,left,4
44394,30823,left,4
44682,30231,left,4
44330,31671,left,4
44618,32407,left,4
44490,29319,left,4
44458,32327,left,4
44346,28935,left,4
44330,28775,left,4
43994,28951,left,4
44634,31303,left,4
43946,32071,left,4
44682,32391,left,4
44442,31047,left,4
43962,30679,left,4
44538,29607,left,4
44458,31383,left,4
44186,32311,left,4
44042,30759,left,4
43978,30423,left,4
44250,29399,left,4
44202,29671,left,4
44122,29015,left,4
44042,30807,left,4
44138,30983,left,4
43962,30279,left,4
44602,29591,left,4
44634,29543,left,4
44570,29767,left,4
44090,32087,left,4
44010,31719,left,4
44570,32167,left,4
44090,28903,left,4
44378,29767,left,4
44170,28326,left,4
44058,32055,left,4
44138,32519,left,4
44842,32087,left,4
44634,29799,left,4
44522,28374,left,4
44314,28070,left,4
44330,28550,left,4
44474,32199,left,4
44570,30519,left,4
44074,30423,left,4
44330,28454,left,4
44650,28358,left,4
44666,29847,left,4
44874,33544,left,4
44794,32183,left,4
44362,31687,left,4
44490,30103,left,4
44570,28887,left,4
44778,28566,left,4
44170,31175,left,4
44618,31911,left,4
44122,32215,left,4
44826,30439,left,4
44586,28150,left,4
44314,28470,left,4
44522,29639,left,4
44458,30071,left,4
44282,30391,left,4
44058,28598,left,4
44618,29127,left,4
44202,29287,left,4
44698,33400,left,4
44346,33160,left,4
44554,32904,left,4
44058,30903,left,4
44634,30247,left,4
44266,29239,left,4
44378,30951,left,4
44602,32840,left,4
44602,30695,left,4
44506,29447,left,4
44474,28438,left,4
44666,27606,left,4
44170,29191,left,4
44874,31815,left,4
44826,31463,left,4
44602,31031,left,4
44362,29399,left,4
44602,29063,left,4
44586,29543,left,4
44058,31527,left,4
44186,30855,left,4
44618,31063,left,4
44730,30103,left,4
44714,30119,left,4
44106,28903,left,4
44602,31287,left,4
44650,31335,left,4
44138,31175,left,4
44586,29623,left,4
44154,28518,left,4
44234,28470,left,4
44410,31415,left,4
44106,31191,left,4
44522,31959,left,4
44746,30487,left,4
44778,30023,left,4
44650,28342,left,4
44522,29719,left,4
44778,32279,left,4
44634,31143,left,4
44890,30823,left,4
44266,29175,left,4
44250,29543,left,4
44346,29111,left,4
44586,31751,left,4
44250,31399,left,4
44778,32167,left,4
44938,30727,left,4
44746,30423,left,4
44714,29111,left,4
44570,28743,left,4
44442,28695,left,4
44474,31767,left,4
44650,30807,left,4
44730,30855,left,4
44650,29463,left,4
44250,29127,left,4
44810,28502,left,4
44490,30599,left,4
44618,32407,left,4
44122,31879,left,4
45083,30407,left,4
44554,29639,left,4
44970,28919,left,4
44378,29783,left,4
44842,32679,left,4
44890,31575,left,4
44698,31383,left,4
44106,29127,left,4
44394,29255,left,4
44346,28502,left,4
44634,31927,left,4
44730,32023,left,4
44602,31271,left,4
44938,29031,left,4
44762,29207,left,4
44826,28711,left,4
44522,30999,left,4
44778,32808,left,4
44458,31047,left,4
44858,30263,left,4
44698,29607,left,4
44522,29143,left,4
44682,29895,left,4
44762,32103,left,4
44538,31399,left,4
44298,31799,left,4
44810,28390,left,4
44618,28614,left,4
44890,28534,left,4
45083,31719,left,4
44330,31447,left,4
44714,32103,left,4
44586,29639,left,4
44714,29207,left,4
44906,28679,left,4
44474,29847,left,4
44810,31543,left,4
44938,31415,left,4
44394,30615,left,4
44426,28807,left,4
44362,30199,left,4
44490,31511,left,4
44554,30103,left,4
44938,31399,left,4
44490,29031,left,4
44250,29143,left,4
44634,29863,left,4
44618,32071,left,4
44474,31719,left,4
44218,31783,left,4
44906,29207,left,4
44458,28054,left,4
44954,29271,left,4
44426,30551,left,4
44442,30135,left,4
44906,31783,left,4
44890,29799,left,4
45034,29063,left,4
44330,28999,left,4
44778,30423,left,4
44650,32279,left,4
44698,32535,left,4
44554,30119,left,4
44682,28214,left,4
44682,28406,left,4
44682,29319,left,4
44746,32103,left,4
44634,31383,left,4
44890,31431,left,4
44858,29671,left,4
44458,28598,left,4
44746,28550,left,4
44266,30695,left,4
44618,31031,left,4
44314,30823,left,4
44538,30247,left,4
44474,29831,left,4
45018,28727,left,4
44746,30647,left,4
45002,32135,left,4
44890,31111,left,4
44650,30679,left,4
44602,28791,left,4
44714,29079,left,4
44890,29847,left,4
44890,31895,left,4
44858,31143,left,4
45018,32055,left,4
44890,29383,left,4
44698,29511,left,4
44954,29783,left,4
48987,29383,left,5
49067,31655,left,5
49099,31191,left,5
48475,29255,left,5
49180,29511,left,5
48459,29607,left,5
48571,30039,left,5
48699,30919,left,5
48571,31143,left,5
48827,30391,left,5
48923,29799,left,5
48523,29671,left,5
48555,29895,left,5
48779,31367,left,5
48555,32007,left,5
48923,31095,left,5
48923,29751,left,5
49099,29463,left,5
49035,29079,left,5
48843,30855,left,5
48875,31783,left,5
49164,31367,left,5
48923,30055,left,5
48443,29991,left,5
49164,28182,left,5
49244,30455,left,5
48651,30615,left,5
48971,31063,left,5
49292,30567,left,5
49083,29159,left,5
48699,28807,left,5
48523,29191,left,5
48747,31271,left,5
49115,31399,left,5
49115,30823,left,5
48859,29527,left,5
48475,29655,left,5
48779,29655,left,5
48939,30647,left,5
48699,31559,left,5
48875,31239,left,5
49115,29959,left,5
48683,30247,left,5
49035,28887,left,5
48971,28454,left,5
49067,31143,left,5
48651,30903,left,5
48907,30247,left,5
49083,29623,left,5
49244,29383,left,5
49388,29863,left,5
49228,31159,left,5
48683,30807,left,5
48939,31319,left,5
48939,28679,left,5
48507,30119,left,5
48811,31783,left,5
49099,31831,left,5
48907,30999,left,5
48923,29319,left,5
49115,29831,left,5
49035,29031,left,5
49003,30951,left,5
49131,32423,left,5
48987,31175,left,5
49067,29495,left,5
48875,29863,left,5
49083,28759,left,5
48987,31703,left,5
48955,30471,left,5
48571,30151,left,5
49244,29911,left,5
48683,28182,left,5
48955,28438,left,5
49115,30487,left,5
49180,32279,left,5
49228,31687,left,5
48843,31623,left,5
48939,29959,left,5
48955,30087,left,5
48571,29319,left,5
49388,30887,left,5
49356,32007,left,5
48619,31143,left,5
49067,28310,left,5
48955,29335,left,5
49051,29239,left,5
49035,30983,left,5
49228,32615,left,5
48747,29607,left,5
49420,30519,left,5
48747,29095,left,5
49196,28358,left,5
48651,27990,left,5
48907,30279,left,5
49003,31623,left,5
49083,31575,left,5
48987,29591,left,5
49131,29751,left,5
48683,30695,left,5
48907,31623,left,5
49035,32615,left,5
48475,32119,left,5
49035,30007,left,5
49324,30023,left,5
49131,28759,left,5
49260,31447,left,5
48875,30151,left,5
49180,31111,left,5
49260,31559,left,5
49164,29063,left,5
48859,32183,left,5
48987,29351,left,5
49115,29591,left,5
48603,26502,left,5
48987,29543,left,5
48939,32840,left,5
48539,32151,left,5
48651,32151,left,5
49067,27702,left,5
49115,30407,left,5
48667,29911,left,5
48603,31527,left,5
48859,31751,left,5
48795,31943,left,5
48667,29799,left,5
48779,29111,left,5
48843,29959,left,5
48955,30679,left,5
49003,31991,left,5
49180,30519,left,5
49035,29207,left,5
48843,27654,left,5
49051,28598,left,5
48843,28679,left,5
49131,31639,left,5
48763,31559,left,5
49356,30855,left,5
48683,29863,left,5
49276,30231,left,5
48491,29831,left,5
49083,31879,left,5
48875,31079,left,5
49099,31575,left,5
48987,30471,left,5
48971,28454,left,5
49324,29399,left,5
49340,31143,left,5
49244,30631,left,5
49212,34632,left,5
49003,29895,left,5
49212,28775,left,5
49164,29175,left,5
48923,30423,left,5
48987,30039,left,5
49260,32487,left,5
49340,31319,left,5
49180,28646,left,5
48923,29607,left,5
49228,27238,left,5
49164,31335,left,5
48987,31735,left,5
48699,29543,left,5
49099,29351,left,5
48859,27862,left,5
49131,31959,left,5
49196,32599,left,5
49115,31143,left,5
48859,30999,left,5
49115,28807,left,5
49099,26326,left,5
48571,29687,left,5
48795,31319,left,5
48795,32167,left,5
49180,30519,left,5
48683,29495,left,5
48587,29063,left,5
49003,33064,left,5
49115,32167,left,5
48731,29575,left,5
49115,28967,left,5
48827,29575,left,5
49115,27622,left,5
48811,30983,left,5
49260,31687,left,5
48619,31655,left,5
49228,30775,left,5
49035,33368,left,5
49180,28598,left,5
48843,29767,left,5
49067,31879,left,5
49067,30967,left,5
49083,29031,left,5
48971,30391,left,5
49324,30215,left,5
48603,28614,left,5
48715,31703,left,5
48811,30471,left,5
48875,33448,left,5
48987,29415,left,5
49228,27670,left,5
48795,28006,left,5
48635,31127,left,5
49164,32808,left,5
48619,32055,left,5
49308,26646,left,5
49115,28262,left,5
48923,31031,left,5
49164,28550,left,5
49131,28118,left,5
48603,30871,left,5
49196,32263,left,5
48699,34376,left,5
48795,26790,left,5
49035,30823,left,5
49035,26134,left,5
48971,29447,left,5
48843,28839,left,5
49035,30039,left,5
49019,28086,left,5
49035,31591,left,5
48571,30791,left,5
49164,38057,left,5
49164,30151,left,5
48747,27558,left,5
48859,29079,left,5
49292,31799,left,5
49180,30199,left,5
49244,31047,left,5
49099,34968,left,5
48811,31527,left,5
48923,27606,left,5
49212,33864,left,5
48731,33384,left,5
49180,30647,left,5
48971,31831,left,5
48939,28358,left,5
49196,27430,left,5
49003,28070,left,5
49324,35208,left,5
48939,31879,left,5
49164,29655,left,5
48811,31335,left,5
49244,29639,left,5
48843,29911,left,5
49292,35656,left,5
49051,32808,left,5
49067,31015,left,5
48683,31415,left,5
48475,27206,left,5
48779,30039,left,5
49164,26790,left,5
48667,30167,left,5
48923,28310,left,5
49180,30599,left,5
48987,28646,left,5
49228,29671,left,5
49035,29527,left,5
49115,29463,left,5
49244,33176,left,5
48859,30679,left,5
48667,34328,left,5
49083,27350,left,5
48779,26774,left,5
49292,31127,left,5
49260,33416,left,5
49356,31511,left,5
49260,31959,left,5
49212,29591,left,5
49115,28855,left,5
48955,28470,left,5
48811,33928,left,5
48891,28695,left,5
48923,27798,left,5
48955,31335,left,5
49051,29799,left,5
48795,30151,left,5
48843,30887,left,5
49115,31031,left,5
48523,30743,left,5
48747,30487,left,6
48907,29783,left,6
49388,29959,left,6
49388,29959,left,6
49083,30375,left,6
49051,30615,left,6
48987,30503,left,6
49260,30551,left,6
48955,29895,left,6
48811,30103,left,6
48875,29879,left,6
49564,30279,left,6
49356,30599,left,6
49548,30439,left,6
48843,30519,left,6
48795,30919,left,6
48715,28102,left,6
49164,29239,left,6
49324,30615,left,6
49340,30727,left,6
49292,30183,left,6
49484,30007,left,6
49099,29447,left,6
49548,30007,left,6
49244,30311,left,6
49212,30887,left,6
48779,29591,left,6
49131,30631,left,6
48811,30599,left,6
49500,29527,left,6
48907,29943,left,6
49468,31159,left,6
48891,29655,left,6
49196,30359,left,6
48923,29175,left,6
49340,30359,left,6
49356,30375,left,6
48715,31191,left,6
48907,30599,left,6
49244,32503,left,6
49468,29607,left,6
49292,30855,left,6
49164,31415,left,6
48763,27366,left,6
49180,30583,left,6
48923,31239,left,6
49484,29239,left,6
49516,31255,left,6
49436,31703,left,6
49308,27574,left,6
48939,31479,left,6
49228,29479,left,6
49099,31895,left,6
48923,29767,left,6
48987,28871,left,6
49324,29911,left,6
49051,30103,left,6
49500,31319,left,6
48843,29831,left,6
49228,31079,left,6
49164,30727,left,6
48875,30375,left,6
49452,30535,left,6
48811,30023,left,6
49388,30135,left,6
49388,31031,left,6
49388,29063,left,6
48875,31639,left,6
49324,31815,left,6
49212,28839,left,6
49340,32359,left,6
48795,27638,left,6
49212,33608,left,6
49500,30023,left,6
48795,29623,left,6
49292,29511,left,6
48715,30919,left,6
49164,29447,left,6
49083,29767,left,6
49099,32679,left,6
49324,27142,left,6
48875,29767,left,6
49516,30343,left,6
49308,29751,left,6
48683,31447,left,6
49003,30855,left,6
49196,32343,left,6
48779,28310,left,6
49003,30071,left,6
49083,28807,left,6
48923,32984,left,6
49372,29975,left,6
49003,30775,left,6
48715,29959,left,6
49292,32071,left,6
49180,27318,left,6
48683,29447,left,6
49420,27190,left,6
49388,31303,left,6
49131,29623,left,6
49083,31047,left,6
49067,29799,left,6
48795,30551,left,6
48811,31815,left,6
48779,28326,left,6
49388,32231,left,6
48987,27750,left,6
48859,32087,left,6
49516,30311,left,6
49180,27830,left,6
49083,30727,left,6
49388,29927,left,6
49452,25974,left,6
49372,29735,left,6
48987,32087,left,6
48731,29863,left,6
48795,28150,left,6
49228,32135,left,6
49468,30567,left,6
49372,31927,left,6
49292,27334,left,6
48859,31463,left,6
49196,29255,left,6
49212,31287,left,6
49035,32087,left,6
48923,28614,left,6
48875,29607,left,6
49035,28887,left,6
48907,30119,left,6
48795,33128,left,6
49228,31575,left,6
49324,31383,left,6
48731,24053,left,6
49003,27990,left,6
48683,31367,left,6
49564,31367,left,6
48987,30631,left,6
48795,33544,left,6
49115,28871,left,6
48987,29639,left,6
48779,30343,left,6
49324,29031,left,6
49580,35352,left,6
49228,23269,left,6
49164,30135,left,6
48779,34184,left,6
49356,31719,left,6
49228,30279,left,6
48939,26326,left,6
49436,29239,left,6
49500,32695,left,6
49580,35016,left,6
49388,30855,left,6
48987,27238,left,6
49356,28775,left,6
49196,32151,left,6
48795,31575,left,6
49131,31703,left,6
49340,29623,left,6
49099,29511,left,6
49324,31175,left,6
49404,26118,left,6
49484,29159,left,6
48843,26678,left,6
49260,30039,left,6
49244,32583,left,6
49420,34840,left,6
49099,30183,left,6
49292,29063,left,6
49115,28518,left,6
49548,32407,left,6
48875,32824,left,6
49196,25814,left,6
49500,34584,left,6
49292,29415,left,6
48667,32407,left,6
48923,28630,left,6
49404,32343,left,6
48955,30663,left,6
48939,30535,left,6
49196,29271,left,6
48859,26438,left,6
48683,34216,left,6
48619,32023,left,6
49115,29415,left,6
48971,27974,left,6
49131,30231,left,6
49356,29367,left,6
49051,29367,left,6
48827,30311,left,6
49324,32824,left,6
48667,31383,left,6
49420,29447,left,6
49484,29991,left,6
49035,29911,left,6
49115,31623,left,6
49131,29959,left,6
48875,32263,left,6
48907,26902,left,6
49099,29335,left,6
49099,32647,left,6
49099,32711,left,6
49196,29031,left,6
49420,30439,left,6
49196,29511,left,6
48747,29623,left,6
49180,30599,left,6
49164,29751,left,6
49356,31175,left,6
48923,29223,left,6
48699,30375,left,6
48747,29943,left,6
48795,30103,left,6
49196,30151,left,6
48827,30279,left,6
49083,30023,left,6
48667,30295,left,6
48875,29591,left,6
49356,30359,left,6
49035,30183,left,6
49067,30215,left,6
49500,30151,left,6
49164,30279,left,6
48715,29767,left,6
48923,29751,left,6
49067,30391,left,6
49196,30215,left,6
49260,30631,left,6
49115,29863,left,6
49324,29847,left,6
49356,29991,left,6
48667,30375,left,6
49420,30407,left,6
49356,30423,left,6
49244,30119,left,6
49292,29895,left,6
49035,29831,left,6
49164,29479,left,6
49051,30471,left,6
48715,30503,left,6
49083,30903,left,6
48939,30343,left,6
48667,30311,left,6
49548,30295,left,6
49484,30343,left,6
49083,30007,left,6
48747,30167,left,6
49099,29959,left,6
49067,29847,left,6
48651,30423,left,6
49067,30391,left,6
48795,29735,left,6
49164,29703,left,6
49164,29479,left,6
48875,29623,left,6
49099,30807,left,6
49131,31399,left,6
49003,30823,left,6
49067,29735,left,6
49083,30295,left,6
49051,30935,left,6
49516,30151,left,6
48843,29751,left,6
48715,30919,left,6
49212,30295,left,6
49083,30791,left,6
48875,30407,left,6
49452,30263,left,6
48843,29911,left,6
48667,30311,left,6
49115,30631,left,6
49308,30471,left,6
48683,30535,left,6
49067,30487,left,6
49115,30007,left,6
49067,30359,left,6
49083,29991,left,7
48971,29847,left,7
48587,29623,left,7
48395,30247,left,7
48843,29655,left,7
49035,30407,left,7
48667,30167,left,7
48923,30215,left,7
48843,30327,left,7
48811,30247,left,7
48491,30727,left,7
49115,30551,left,7
48891,30231,left,7
48811,29975,left,7
48939,30551,left,7
48747,30679,left,7
48363,30279,left,7
48523,30439,left,7
49180,30647,left,7
48811,30599,left,7
48939,29991,left,7
48699,29975,left,7
48475,30343,left,7
48843,29831,left,7
48475,30279,left,7
48923,30135,left,7
49292,30263,left,7
48523,30231,left,7
48523,29863,left,7
48987,30423,left,7
48907,30615,left,7
48955,29991,left,7
48619,29975,left,7
48859,30167,left,7
48795,29447,left,7
48955,30135,left,7
48587,30631,left,7
48331,29719,left,7
49099,30135,left,7
48811,30231,left,7
49164,30327,left,7
48491,30167,left,7
48747,30439,left,7
48411,29847,left,7
49115,30151,left,7
49308,30023,left,7
48715,30359,left,7
48811,29751,left,7
49003,30871,left,7
48715,30247,left,7
49003,29687,left,7
48459,30423,left,7
48347,30855,left,7
49051,29911,left,7
48443,30983,left,7
48987,30439,left,7
49164,30231,left,7
48443,29911,left,7
48539,30087,left,7
49244,30375,left,7
48411,30663,left,7
48971,30567,left,7
48699,29911,left,7
49115,30519,left,7
48923,30183,left,7
48971,30823,left,7
48827,30103,left,7
48667,29703,left,7
48731,30263,left,7
48779,29751,left,7
49164,30247,left,7
48971,30343,left,7
48683,30423,left,7
48811,31015,left,7
49115,30999,left,7
48939,29783,left,7
48379,30567,left,7
48571,30263,left,7
48411,30679,left,7
48523,30279,left,7
48475,30679,left,7
48459,30055,left,7
48587,30567,left,7
49180,29191,left,7
48587,30583,left,7
49003,30503,left,7
48395,30759,left,7
48459,30087,left,7
49164,30119,left,7
49051,30119,left,7
48955,30135,left,7
48395,30647,left,7
48651,30215,left,7
48763,29863,left,7
48971,30055,left,7
48699,29991,left,7
48811,30167,left,7
49051,30167,left,7
48923,30871,left,7
48411,30487,left,7
48555,30023,left,7
48971,30183,left,7
48795,30151,left,7
48363,30551,left,7
48747,30119,left,7
48843,30535,left,7
48587,29671,left,7
48731,30119,left,7
48587,30791,left,7
48859,30695,left,7
48811,30455,left,7
49164,30439,left,7
48619,30503,left,7
48347,29191,left,7
48443,30519,left,7
48843,29927,left,7
48795,29975,left,7
48811,30535,left,7
48619,29799,left,7
48939,30519,left,7
48699,29847,left,7
48459,30647,left,7
49099,30919,left,7
48923,31047,left,7
48811,29799,left,7
48571,29703,left,7
49115,30055,left,7
49099,30487,left,7
48667,30695,left,7
48923,29751,left,7
48939,30615,left,7
48347,30119,left,7
48795,30903,left,7
49003,30951,left,7
48715,30039,left,7
49051,30135,left,7
49228,30311,left,7
49131,30231,left,7
48411,29879,left,7
48923,30407,left,7
49099,30295,left,7
48747,30103,left,7
48907,30663,left,7
48827,30519,left,7
48811,29799,left,7
48955,30215,left,7
48795,30775,left,7
48811,30743,left,7
48827,30039,left,7
48539,29879,left,7
49164,30007,left,7
49115,29863,left,7
48859,30455,left,7
48491,30471,left,7
48475,30487,left,7
48843,29623,left,7
48491,30087,left,7
49051,30567,left,7
48539,30167,left,7
48971,30311,left,7
48827,30167,left,7
49164,30343,left,7
48619,30007,left,7
48747,29959,left,7
49051,30215,left,7
49115,30503,left,7
48347,30935,left,7
48619,30231,left,7
48987,29927,left,7
48907,29751,left,7
48603,30375,left,7
48907,30439,left,7
49035,30135,left,7
48971,30471,left,7
49035,30167,left,7
48443,29911,left,7
49051,30471,left,7
48347,30615,left,7
48619,30887,left,7
48987,31255,left,7
48475,29463,left,7
48491,30055,left,7
48987,30279,left,7
49164,30535,left,7
48955,29847,left,7
48475,30151,left,7
49067,30551,left,7
48811,30295,left,7
49035,29975,left,7
48795,30599,left,7
48923,30807,left,7
49083,30807,left,7
48459,30087,left,7
48907,29655,left,7
48539,30439,left,7
48875,29703,left,7
48923,30647,left,7
48875,31287,left,7
48875,30231,left,7
49164,30855,left,7
48459,31303,left,7
48795,30519,left,7
49083,28582,left,7
48875,30551,left,7
48795,29879,left,7
48747,30935,left,7
49067,31927,left,7
48491,29927,left,7
48411,26630,left,7
48907,29975,left,7
48571,30871,left,7
48827,30647,left,7
49035,30727,left,7
48811,31751,left,7
48555,30583,left,7
48651,29959,left,7
48443,30167,left,7
48539,30999,left,7
49035,27446,left,7
49035,29831,left,7
49003,32007,left,7
48923,30743,left,7
48587,30407,left,7
48395,30727,left,7
49035,28743,left,7
48923,30871,left,7
48843,30407,left,7
48891,29639,left,7
48571,31767,left,7
49147,28246,left,7
49051,30887,left,7
48539,28951,left,7
48667,31511,left,7
48811,29191,left,7
48427,30615,left,7
49067,29847,left,7
49115,29623,left,7
48971,31175,left,7
49131,31303,left,7
48587,29735,left,7
48395,30343,left,7
49244,30519,left,7
49003,31175,left,7
48779,30839,left,7
48715,30183,left,7
48667,29655,left,7
48939,29703,left,7
48987,32039,left,7
48747,29143,left,7
48907,29095,left,7
49019,29447,left,7
48427,29959,left,7
48907,29991,left,7
48395,30263,left,7
48731,30551,left,7
48859,31911,left,7
48731,29495,left,7
48555,32151,left,7
48331,31143,left,7
48347,27286,left,7
49003,31063,left,7
48475,31431,left,7
48811,29415,left,7
48555,32087,left,7
48859,27222,left,7
48443,30503,left,7
48587,29415,left,7
48491,30983,left,7
48715,30871,left,7
48395,29847,left,7
48827,28951,left,7
49131,30695,left,7
48315,29175,left,7
48955,29127,left,7
49196,28646,left,7
48667,30935,left,7
48779,30919,left,7
49164,29591,left,7
48859,31655,left,7
48827,30599,left,11
48219,30151,left,11
48699,29991,left,11
48475,30151,left,11
48971,30359,left,11
48427,30487,left,11
48923,30231,left,11
48395,29607,left,11
48683,29415,left,11
48587,30135,left,11
48667,31191,left,11
48843,30599,left,11
48267,31031,left,11
48747,30119,left,11
48699,30279,left,11
48779,30087,left,11
48235,29879,left,11
48187,30519,left,11
48859,30215,left,11
48907,30615,left,11
48571,30263,left,11
48907,29959,left,11
48859,30103,left,11
48539,30343,left,11
48907,30423,left,11
48187,30551,left,11
48299,30423,left,11
48715,28294,left,11
48011,30935,left,11
48539,29543,left,11
48539,30599,left,11
48267,29975,left,11
48315,30343,left,11
48795,29655,left,11
48939,30615,left,11
48699,30055,left,11
48171,30615,left,11
48587,30599,left,11
48715,29991,left,11
48587,30679,left,11
48715,30999,left,11
48635,30279,left,11
48363,29799,left,11
48811,29271,left,11
48363,30871,left,11
48779,30039,left,11
48331,30247,left,11
48555,29991,left,11
48587,30631,left,11
48539,30871,left,11
48859,30263,left,11
48843,29863,left,11
48923,30151,left,11
48779,30087,left,11
48811,30487,left,11
48619,30679,left,11
48987,29607,left,11
48283,31591,left,11
48955,28903,left,11
48347,29975,left,11
48827,30135,left,11
48219,30695,left,11
48235,30567,left,11
48715,29847,left,11
48347,30679,left,11
48779,29911,left,11
48667,30231,left,11
48443,29671,left,11
48651,30855,left,11
48219,30247,left,11
48587,31303,left,11
48251,27942,left,11
48219,28566,left,11
48427,31383,left,11
48331,31383,left,11
48523,30551,left,11
48731,30007,left,11
48267,29415,left,11
48187,30103,left,11
48987,31415,left,11
49003,30167,left,11
48843,30039,left,11
48587,30247,left,11
48571,30151,left,11
48347,27782,left,11
48443,31895,left,11
48827,28358,left,11
48347,30903,left,11
48155,30023,left,11
48603,30023,left,11
48043,29975,left,11
48587,31719,left,11
48699,31703,left,11
48379,29223,left,11
48571,30919,left,11
48603,29911,left,11
48827,30279,left,11
48555,30119,left,11
48731,30263,left,11
48491,29207,left,11
48731,30039,left,11
48363,30295,left,11
48699,29575,left,11
48347,31495,left,11
48203,30055,left,11
48331,30423,left,11
48811,29207,left,11
48539,30247,left,11
48555,30311,left,11
48123,30855,left,11
48091,28999,left,11
48363,29399,left,11
48667,29623,left,11
48651,30647,left,11
48443,29511,left,11
48475,31127,left,11
48555,30519,left,11
48187,30983,left,11
48811,30503,left,11
48379,30311,left,11
48171,29975,left,11
48651,30119,left,11
48315,31351,left,11
48171,27654,left,11
48155,31015,left,11
48187,31127,left,11
48267,27478,left,11
48267,31959,left,11
48523,31559,left,11
48123,28646,left,11
48603,31287,left,11
48779,29367,left,11
48171,30103,left,11
48811,31511,left,11
48219,31847,left,11
48539,29207,left,11
48139,29831,left,11
48795,30695,left,11
48875,30503,left,11
48379,28566,left,11
48411,30343,left,11
48779,31543,left,11
48891,29127,left,11
48555,31207,left,11
48907,31127,left,11
48779,30567,left,11
48315,29111,left,11
48331,29591,left,11
48699,31831,left,11
48619,29367,left,11
48651,30375,left,11
48347,30151,left,11
48491,29527,left,11
48779,31143,left,11
48267,31799,left,11
48347,27574,left,11
48683,31063,left,11
48907,30295,left,11
48219,30087,left,11
48235,31703,left,11
